Nama Rumah Sakit,Kode Rumah Sakit,Jenis Rumah Sakit,URL,Tanggal Registrasi,Alamat,Kab/Kota,Kodepos,Telp,Kelas Rumah Sakit,Direktur,Penyelenggara,Update,Fax,Email,Humas,Website,Dokter Spesialis Anak,Dokter Spesialis Obstetri dan Ginekologi,Dokter Spesialis Penyakit Dalam,Dokter Spesialis Bedah,Dokter Spesialis Radiologi,Dokter Spesialis Rehabilitasi Medik,Dokter Spesialis Anestesiologi dan Terapi Intensif,Dokter Spesialis Jantung dan Pembuluh Darah,Dokter Spesialis Mata,Dokter Spesialis Telinga Hidung Tenggorokan,Dokter Spesialis Kedokteran Jiwa atau Psikiatri,Dokter Umum,Dokter GIGI,Dokter Spesialis GIGI,Perawat,Bidan,Farmasi,Tenaga Kesehatan Lainnya,Kamar VVIP,Kamar VIP,Kamar Kelas Satu,Kamar Kelas Dua,Kamar Kelas Tiga,Tenaga Kerja Non Kesehatan,Luas Tanah,Luas Bangunan,No Surat Izin,Tanggal Surat Izin,Surat Izin dari,Sifat Surat Izin
RSIA MILANO,1401012,RSIA,https://medicalclinic.id/rumah-sakit/daerah/kuantan-singingi/rsia-milano.html,  09/06/2016, Jl. Perintis Kemerdekaan KM 2 Jao. Teluk Kuantan, Kuantan Singingi, 25911, (0760) 2524110, C, dr. Ezy Julian Jarit, Swasta/Lainnya, 12/08/2016, -, pt.milanokuansing@yahoo.com, -, -, 2,-, 1,-,-,-, 1,-,-,-,  0, 2,-,-,-,-, 1,-, 5 Ruang, 4 Ruang, 4 Ruang, Ruang, 9 Ruang, 7, 2850 m2, 1296 m2, KPTS/207/IV/2016, 26/04/2016, BUPATI KUANTAN SINGINGI, Perpanjang
Rumah Sakit Umum Tanjung Priok,3175416,RSU,https://medicalclinic.id/rumah-sakit/daerah/jakarta-utara/rumah-sakit-umum-tanjung-priok.html,  09/06/2016, Jl. Bugis No. 03 Kel. Kebon Bawang Kec. Tanjung Priok, Jakarta Utara, 14320, 02143908923, D," drg. Tony Wibowo Harianto, M.Kes", Pemprop, 10/08/2016,-, rsuktgpriok@gmail.com, 082210147861,-,-,-,-,-,-,-,-,-,-,-,  0,-,-,-,-,-,-,-, Ruang, Ruang, Ruang, Ruang, Ruang,-, m2, m2,-, 00/00/0000,-,-
RSU Naili DBS,1371462,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-padang/rsu-naili-dbs.html,  01/08/2016, JL.RATULANGI NO.24 RT.001 RW.008 KELURAHAN KAMPUNG JAO KECAMATAN PADANG BARAT, Kota Padang,-, 0751-8951900, C," Dr. Susi Rahmawati,MARS", Swasta/Lainnya, 09/08/2016, 0751-8951902, rs.nailidbs@gmail.com, 081275977111,-, 2,-, 4, 5, 1,-, 2, 1, 1, 2,  1, 8,-,-,-,-, 3,-, Ruang, 6 Ruang, 9 Ruang, 4 Ruang, 19 Ruang, 2, m2, m2, OO2 /IORS/BPMPTSPIII-20 16, 24/03/2016, BPMPTSP, Tetap
RSUD Kecamatan Matraman,3174523,RSU,https://medicalclinic.id/rumah-sakit/daerah/jakarta-timur/rsud-kecamatan-matraman.html,  07/06/2016, Jl. Kebon kelapa raya no. 29 kel. Utan kayu selatan kec. Matraman, Jakarta Timur, 13120, 02185909055, D," Dr. OPY DYAH PARAMITA, Sp.A", Pemprop, 03/08/2016, 02185909055, RSUKmatraman@gmail.com, 081931100003,-,-,-,-,-,-,-,-,-,-,-,  0,-,-,-,-,-,-,-, Ruang, Ruang, Ruang, Ruang, Ruang,-, m2, m2,-, 00/00/0000,-,-
RSU Sekar Kamulyan,3208035,RSU,https://medicalclinic.id/rumah-sakit/daerah/kuningan/rsu-sekar-kamulyan.html,  01/08/2015," Jl. Raya Cigugur Kuningan,Jakbar", Kuningan, 0232, 873206, Belum ditetapkan, drg.Retno Budi Utami, Organisasi Sosial, 01/08/2016, 875516, sekretariat@rssekarkamulyan.com, 873206, www.rssekarkamulyan.com, 1,-, 1, 1, 1,-,-,-,-,-,  0, 5, 2,-,-,-,-,-, 1 Ruang, 7 Ruang, 20 Ruang, 52 Ruang, 18 Ruang,-, 12000 m2, 4262 m2, 503/11/083/Jamsarkes, 16/04/2013, DINKES KAB.KUNINGAN, Perpanjang
RSU Wiradadi Husada,3302213,RSU,https://medicalclinic.id/rumah-sakit/daerah/banyumas/rsu-wiradadi-husada.html,  01/07/2016," Jl. Menteri Supeno No. 25, Sokaraja-Banyumas", Banyumas, 53181, (0281)6846225, C, Dr. Laeli Isticharijah MPH, Organisasi Sosial, 01/08/2016, (0281)6846371, rswiradadi@yahoo.co.id, 081548818087, www.rswiradadi.com, 2,-, 2, 3, 1, 1, 2,-, 1, 1,  0, 9, 2,-, 20, 7, 8, 5, Ruang, 10 Ruang, 6 Ruang, 20 Ruang, 64 Ruang, 57, 9378 m2," 5626,8 m2", 440/057/SK/VI/2016, 21/06/2016, DINAS KESEHATAN KABUPATEN BANYUMAS, Tetap
RSB Asih,1872065,RS Bersalin,https://medicalclinic.id/rumah-sakit/daerah/kota-metro/rsb-asih.html,  08/12/2011, Jl Ahmad Yani No 52, Kota Metro, 34182, (0725) 49200, C, dr Ririn Febrina, Perorangan, 01/08/2016, (0725) 41928, rsbasihmetro@yahoo.co.id, (0725) 49200,-, 1,-,-,-,-,-, 1,-,-,-,  0, 5,-,-, 3, 12, 1, 8, Ruang, 2 Ruang, 2 Ruang, 8 Ruang, 13 Ruang, 22, 1208 m2, 1092 m2, 441/512/D2/V/2011, 05/06/2012, Kepala kantor KPPT, Tetap
RSI Moonow,7174002,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-kotamobagu/rsi-moonow.html,  14/03/2012, Jl.Raya AKD keurahan Mongkonai Barat kec.Kotamobagu Barat, Kota Kotamobagu, 95716, 0434-22050, Belum ditetapkan," dr. Sri Rahayu Paputungan, Sp.PD", Swasta/Lainnya, 01/08/2016,-, rsi_moonow@yahoo.com,-,-, 1,-, 1, 1,-,-,-,-,-,-,  0, 18, 1,-, 12, 2, 1, 1, Ruang, 2 Ruang, 2 Ruang, 8 Ruang, 28 Ruang, 12, 5.500 m2, 1440 m2, 1884/SK-Dinkes/1608/V/2011, 00/00/0000," dr.Maxi R.Rondonuwu,DHSN", Sementara
RSU Mutiara Bunda,1808016,RSU,https://medicalclinic.id/rumah-sakit/daerah/tulang-bawang/rsu-mutiara-bunda.html,  17/03/2015, Jl. Lintas Timur No. 1147 Unit II Kec. Bandar Agung, Tulang Bawang, 34682, (0726) 750248, D," dr. Herman Susilo, Sp.B, M.Kes", Swasta/Lainnya, 01/08/2016, (0726) 750248, mutiarabunda_rs@yahoo.com, 081367500057, -, 1,-, 1, 1, 1,-, 1,-, 1, 1,  0, 4, 1,-, 39, 18, 1, 7, Ruang, 4 Ruang, 13 Ruang, 12 Ruang, 19 Ruang, 35, 4324 m2, 2744 m2, 440/002/IRS.S/DK-TB/V/2015, 08/05/2015, Bupati Tulang Bawang, Tetap
RSU Lawang Medika,3507105S,RSU,https://medicalclinic.id/rumah-sakit/daerah/malang/rsu-lawang-medika.html,  07/05/2013," Jl. Dr. Cipto 8 Bedali, Lawang", Malang, 65215, 0341-420888, Belum ditetapkan," dr. Yuni Kartika Sari, MMRS", Perorangan, 30/07/2016, 0341-423338, lawang.medika@yahoo.com, -, -, 2,-, 2, 1, 1,-, 1,-, 1,-,  1, 8, 1,-, 18, 5, 1, 1, Ruang, 3 Ruang, 2 Ruang, 8 Ruang, 42 Ruang, 38, 1747 m2, 3817 m2, 180/0003/IORS/421.302/2014, 30/05/2014, Badan Pelayanan Perizinan Terpadu, Tetap
RSIA Dedari,5371047,RSIA,https://medicalclinic.id/rumah-sakit/daerah/kota-kupang/rsia-dedari.html,  28/07/2012," Jl. Rantai Damai No 69 D TDM, Kupang", Kota Kupang, 85111, 0380-830041, C," dr. Elmer Frank Touw , M.Kes", Organisasi Sosial, 29/07/2016, 0380-830041, rsia_dedari@yahoo.com, 0380-830041, www.rsiadedarikupang.com, 3,-, 1,-,-,-, 1,-,-,-,  0, 9,-,-, 3, 9, 1, 1, 1 Ruang, 11 Ruang, 8 Ruang, 8 Ruang, 8 Ruang, 14, 1504 m2, 744 m2, 48/KEP/HK/2013, 22/09/2013, Dinas Kesehatan kota, Tetap
RSU Permata Ibu,3671210,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-tangerang/rsu-permata-ibu.html,  22/12/2014, Jl. KH. Mas Mansyur No. 2 Kunciran Tangerang, Kota Tangerang, 15145, 021 - 7334343, C, drg. Hayati Purwaningrum, Perusahaan, 29/07/2016, 021 - 7300883, rspermataibu@yahoo.co.id, 082233657531, -, 6,-, 3, 2, 1,-, 2,-,-,-,  0, 9, 4,-, 29, 35, 7,-, 1 Ruang, 9 Ruang, 10 Ruang, 30 Ruang, 29 Ruang, 56, 3.150 m2, 3.300 m2, 445/KEP-03/PK.RS/BPMPTSP/2016, 21/06/2016, Walikota Tangerang, Tetap
RUMAH SAKIT UMUM ALIYAH II,7471007,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-kendari/rumah-sakit-umum-aliyah-ii.html,  11/07/2016, Jl. Buburanda Korumba - Mandonga Kendari Sulawesi Tenggara, Kota Kendari, 93111, 082188792225, D," dr. YENI HARYANI, M.Kes, Sp.A", Perusahaan, 28/07/2016,-, rsualiyah02@gmail.com, 085228529520,-, 2,-, 2, 1,-,-, 1,-,-,-,  0, 5, 1,-,-,-, 1,-, 3 Ruang, 10 Ruang, 16 Ruang, 10 Ruang, 10 Ruang, 10, 7.162 m2, 310 m2, 56/IZN/III/2016/001, 07/03/2016, WALIKOTA, Tetap
RSU Asri Medika,3216397,RSU,https://medicalclinic.id/rumah-sakit/daerah/bekasi/rsu-asri-medika.html,  21/11/2012, Jl. Citanduy Raya Blok 11 No 1 Cikarang Utara, Bekasi, -, 021-89142968-69, C, dr. Daulat Amin Lubis Sp Pd, Perusahaan, 27/07/2016,-, rsasrimedika@yahoo.com, -, rsiaasrimedika@yahoo.co.id, 2,-, 1, 1, 1,-, 3,-,-, 1,  0, 5, 2, 1, 19, 12, 6,-, Ruang, Ruang, 2 Ruang, 6 Ruang, 24 Ruang, 23, - m2, - m2, 503/2435/dinkes/rs/2009, 04/03/2009, dinkes kab bekasi, Tetap
RSU Awal Bros Panam,1471390S,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-pekanbaru/rsu-awal-bros-panam.html,  30/04/2014, Jl. HR. Soebrantas No 88 Panam, Kota Pekanbaru, 28291, 0761-586888, C, dr. Mutiara Arcan, Perusahaan, 27/07/2016, 0761-586111,-, 0761-586888, http://panam.awalbros.com, 4,-, 5, 2, 3, 2, 4, 3, 1, 4,  0, 18, 4, 2, 56, 7, 24, 24, 7 Ruang, 24 Ruang, 30 Ruang, 18 Ruang, 30 Ruang, 76, 4.942 m2, 10.399 m2, No. 06/05.12/BPTPM/III/2015, 30/03/2015, Kepala BPTPM Kota Pekanbaru, Tetap
RSIA Sentosa,3201231,RSIA,https://medicalclinic.id/rumah-sakit/daerah/bogor/rsia-sentosa.html,  00/00/0000, Jl. Jend Sudirman 52Makkassar, Kota Makassar, 90113, 0411 - 3612720, C, Dr. Jemmy Lao, Organisasi Sosial, 20/02/2017, 0411 3619711, rsbsentosa@gmail.com, -, -, 3,3,-,-,-,-, 1,-,-,-,  0, 1,-,-,-,-, 1,-, 2 Ruang, 12 Ruang, 5 Ruang, 4 Ruang, 6 Ruang, 40, - m2, - m2, -, 00/00/0000, -,-
RSU Emmanuel,3304021,RSU,https://medicalclinic.id/rumah-sakit/daerah/banjarnegara/rsu-emmanuel.html,  11/03/2013, Jl. Raya Purwareja Klampok - Banjarnegara, Banjarnegara, 53474, 0286-479030, C," Dr. Samuel Zacharias, S.Th, MA, Sp.B,MM", Organisasi Protestan, 22/07/2016, 0286-479032, rsemanuelklp@yahoo.com, 0286-479030, www.rsemanuel.com, 2,-, 3, 1, 1,-, 1,-, 3, 2,  0, 12, 4,-,-,-, 6,-, 4 Ruang, 32 Ruang, 35 Ruang, 41 Ruang, 21 Ruang,-, 17475 m2, 13268 m2, 440/728 Tahun 2014, 28/05/2014, Bupati Banjarnegara, Perpanjang
RSIA Bunda Arif,3302174,RSIA,https://medicalclinic.id/rumah-sakit/daerah/banyumas/rsia-bunda-arif.html,  16/01/2015, Jl. Jatiwinangun No. 16 Purwokerto Kab.Banyumas, Banyumas, 53114, 0281-636555, C, dr. Bugar Wijiseno, Organisasi Sosial, 22/07/2016, 0281-630966, bunda_arif@ymail.com, 08156155970,-, 2,-, 1, 1, 1,-, 2,-,-,-,  0, 5,-,-, 9, 15, 2, 7, Ruang, 9 Ruang, 13 Ruang, 10 Ruang, 10 Ruang, 18, 1530 m2, 1020 m2, 440/1663/SK/IV/2015, 17/04/2015, Dinkes Kab Banyumas, Tetap
RSU Islam Cahaya Giri Gresik,3525098,RSU,https://medicalclinic.id/rumah-sakit/daerah/gresik/rsu-islam-cahaya-giri-gresik.html,  24/12/2015," Jl. Raya Bringkang No. 90-94, Bringkang, Menganti", Gresik,-, 031-7915321, D," Dian Kania Sari, dr., M.Kes", Swasta/Lainnya, 22/07/2016,-, cahayagiri.rsi@gmail.com, 031-7915321, www.rsi-cahayagiri.net, 1,-,-,-,-,-,-,-,-,-,  0, 5, 1,-,-,-, 2,-, Ruang, Ruang, 12 Ruang, 12 Ruang, 8 Ruang, 2, 7.502 m2, 1.615 m2,-, 00/00/0000,-,-
Rumkit Tk IV Pematang Siantar,1273022,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-pematang-siantar/rumkit-tk-iv-pematang-siantar.html,  20/07/2016, Jl. Gn Simanuk Manuk No.6. Pematangsiantar, Kota Pematang Siantar, 21115, 0622-21071, IV," dr. Yudhi Dorandes, Sp.M", TNI AD, 21/07/2016, 0622-314171, rumkit_siantar@yahoo.co.id, 0622-314171, www.rumkit-siantar.net, 2,-, 2, 3, 2,-, 1, 1, 2,-,  0, 10, 2, 1,-, 11, 2,-, Ruang, 9 Ruang, 50 Ruang, 12 Ruang, 34 Ruang, 9, 4.620 m2, 3.120 m2, 503/1/IORS/BPPT/I/2015, 20/01/2015, Walikota Pematangsiantar, Perpanjang
RSU Satiti Prima Husada,3504069,RSU,https://medicalclinic.id/rumah-sakit/daerah/tulungagung/rsu-satiti-prima-husada.html,  14/02/2012," Ds. Balesono, Kec. Ngunut", Tulungagung, 66292, (0355) 591637, D, dr. I Komang Gede Arwana, Perorangan, 21/07/2016, (0355) 591749, rsusatitiprimahusada@yahoo.co.id, 082132814910, -, 1,-, 1, 1, 1,-, 1,-,-,-,  0, 5, 1,-, 10, 9, 1, 5, 5 Ruang, 2 Ruang, 8 Ruang, 5 Ruang, 11 Ruang, 2, 3.150 m2, 2.145 m2, 005/RS/103/II/2015, 02/02/2015, Dinkes Tulungagung, Tetap
RSU Adi Husada Kapasari,3578100,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-surabaya/rsu-adi-husada-kapasari.html,  25/01/2012, Jl. Kapasari No. 97-101 Surabaya, Kota Surabaya, 60141, 031-3764555, C," Dr. Irawati Marga, MARS.QIA.CMA", Organisasi Sosial, 19/07/2016, 031-3764666, rsahkap@gmail.com, 08165435967, http//:www.kapasari.adihusada.com, 5,-, 4, 1, 1, 1, 1, 2, 1, 3,  0, 12, 4,-, 124, 9, 3, 1, 2 Ruang, 11 Ruang, 15 Ruang, 46 Ruang, 28 Ruang, 2," 3386,82 m2"," 12080,06 m2", 503.445/15/P/IO.RS/436.6.3/IV/2016, 13/04/2016, DINKES KOTA SURABAYA, Tetap
RS Pertamina Tanjung,6309025,RSU,https://medicalclinic.id/rumah-sakit/daerah/tabalong/rs-pertamina-tanjung.html,  00/00/0000," Jl. Gas No. 1, KOMPERTA MURUNG PUDAK, TANJUNG", Tabalong, 71571, 0526-2022550, C," dr. Rachmawati, MPH", BUMN, 19/07/2016, 0526-2027678, -, -, www.pertamedika.co.id, 2,-, 2, 1, 1,-,-, 1, 1, 1,  0, 7, 1,-, 30, 2, 4, 8, 8 Ruang, 5 Ruang, 8 Ruang, 24 Ruang, 15 Ruang, 10, - m2, - m2, -, 00/00/0000, -,-
RSU HI. Muhammad Yusuf,1806036,RSU,https://medicalclinic.id/rumah-sakit/daerah/lampung-utara/rsu-hi.-muhammad-yusuf.html,  18/12/2013, Jl. Lintas Sumatera No. 12 Ds. Kalibalangan Kec. Abung Selatan, Lampung Utara, 345781, 0724-3260237, D," dr. I Wayan Surya Wibowo, M.M.R.", Swasta/Lainnya, 15/07/2016,-, rs.hmy2011@gmail.com, 0724-3260237,-, 1,-, 1, 1, 1,-,-,-,-, 1,  0, 4, 1,-, 53, 17, 1, 7, Ruang, 7 Ruang, 13 Ruang, 15 Ruang, 32 Ruang, 14, 8100 m2, 780 m2, 503/001/RS/38-LU/2014, 21/04/2014, Bupati Lampung Utara, Tetap
RS Hapsah,7308058,RSU,https://medicalclinic.id/rumah-sakit/daerah/bone/rs-hapsah.html,  16/03/2016," Jalan Urip Sumoharjo No 10, Kelurahan Mattirowalie, Kecamatan Tanete Riattang Ba More ...", Bone, 92371, 0481 2 911 811, C," dr. Andi Melda Sakkirang, Sp.KK.,M.Kes", Swasta/Lainnya, 15/07/2016, 048122854, rshapsah@yahoo.co.id, 082347191810,-, 2,-, 1, 2, 1,-, 1,-, 1, 1,  0, 13, 1,-,-,-, 4,-, 10 Ruang, 12 Ruang, 22 Ruang, 11 Ruang, 30 Ruang, 36, 6.825 m2," 82.50 (A), 478,50 (A2), 478 (B1), 667 (C1) m2", 444/12.01/BP2T, 11/01/2016, BADAN PELAYANAN PERIZINAN TERPADU, Tetap
RSU Mitra Sehat,3512038,RSU,https://medicalclinic.id/rumah-sakit/daerah/situbondo/rsu-mitra-sehat.html,  24/06/2014, Jl. Sei Merah No. 300 Tanjung Morawa, Deli Serdang, 20362, 06177607489, D, dr. Jhon Ryder Purba, Organisasi Sosial, 29/12/2016,-, rs.mitrasehat@yahoo.com, 085270253369, -, 1,-, 1, 1,-,-, 1,-,-,-,  0, 4, 1,-, 10, 2, 1, 1, Ruang, 8 Ruang, 20 Ruang, 10 Ruang, 12 Ruang, 6, 3500 m2, 1250 m2, 2042/440/DS/SIRS/2012, 12/05/2012, Kepala Dinas Kesehatan Kab. Deli Serdang, Perpanjang
RSU Muhammadiyah Siti Aminah,3329056,RSU,https://medicalclinic.id/rumah-sakit/daerah/brebes/rsu-muhammadiyah-siti-aminah.html,  06/03/2014, Jl. P. Diponegoro Desa Jatisawit Kecamatan Bumiayu Kabupaten Brebes, Brebes, 52273, (0289)432209, D," dr. H. M. Chanifudin, MH. Kes", Organisasi Islam, 14/07/2016, (0289)430683, rsm.sitiaminah@gmail.com, (0289)430683, -, 1,-, 1, 3,-,-, 1,-, 2, 1,  0, 10, 2,-,-,-, 3,-, 4 Ruang, 4 Ruang, 8 Ruang, 24 Ruang, 36 Ruang, 60, 10.927 m2, 5.200 m2, 503.1-/KPPT/012/V/2013, 14/05/2013, KPPT Kabupaten Brebes, Tetap
RSU Sido Waras,3516032,RSU,https://medicalclinic.id/rumah-sakit/daerah/mojokerto/rsu-sido-waras.html,  14/02/2012," Jl. Raya Pasar Sawahan km.10 Kec.Bangsal, Kab.Mojokerto", Mojokerto, 61381," (0321) 598621,", C," Lany Dwi Kurniawati S., dr. M.Kes", Perusahaan, 14/07/2016, (0321) 598624, rs.sidowaras@yahoo.com, -, -, 1,-, 2, 1, 1, 1, 1, 1, 1,-,  0, 9, 1,-, 75, 13, 3, 10, Ruang, 6 Ruang, 22 Ruang, 12 Ruang, 30 Ruang, 70, 3500 m2, 2050 m2, 440/1194/KES.3/416-207.2/2015, 21/04/2015, Badan Perijinan Terpadu & Penanaman Moda, Perpanjang
RSU Evasari,3173441,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-jakarta-pusat/rsu-evasari.html,  13/07/2016, Jl. Rawamangun No. 47 Jakpus, Kota Jakarta Pusat, 10570, 021-4201515, B, Dr. Dina Hanum, Organisasi Sosial, 13/07/2016, 021-4209725, mkt.jkt@awalbros.com, 021 - 4201515, -, 17,1, 3, 4, 1, 1, 4, 1, 2, 2,  0, 12, 6, 1,-,-, 3,-, 10 Ruang, 12 Ruang, 8 Ruang, 6 Ruang, 13 Ruang, 33, 3262 m2, 3089 m2, 1773, 29/05/2015, Menkes RI, Tetap
RSIA Esto Ebhu Sumenep,3529026,RSIA,https://medicalclinic.id/rumah-sakit/daerah/sumenep/rsia-esto-ebhu-sumenep.html,  07/05/2013, Jl.Dr Cipto no 38. Kolor, Sumenep, 69417, 081234888838, C," Dr. H. Moh. Ibnu Hajar, Sp. OG", Organisasi Sosial, 13/07/2016, 0328663883, rsbestoebhu@gmail.com, 081944888838, -, 1,-,-,-,-,-,-,-,-,-,  0, 3,-,-, 8, 12, 1, 1, 1 Ruang, 7 Ruang, 7 Ruang, 6 Ruang, 8 Ruang, 10, 1.493 m2, 1.143 m2, 503.20/01/SIRS/435.213/2016, 13/04/2016, BUPATI SUMENEP, Tetap
RSUD Kecamatan Cempaka Putih,3173700,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-jakarta-pusat/rsud-kecamatan-cempaka-putih.html,  07/07/2015, Jl.Rawasari Selatan No1, Kota Jakarta Pusat, 10510, (021)4224243, D," dr. Dewi R Anggraini, M.Kes", Pemprop, 13/07/2016, (021)42801340, rsucempakaputih@gmail.com, 085779758534,-, 2,-, 1,-,-, 1, 1,-, 1, 1,  0, 13, 2,-,-,-, 3,-, Ruang, Ruang, Ruang, Ruang, 29 Ruang, 45, 1350 m2, 3.499.2 m2, 8/2.11/31/-1.77/2015, 01/04/2015, Gubernur, Perpanjang
RS KINAPIT,7101037S,RSU,https://medicalclinic.id/rumah-sakit/daerah/bolaang-mongondow/rs-kinapit.html,  28/01/2014, Jl. S. Parman No.201, Bolaang Mongondow, 95711, 0434-21192, Belum ditetapkan, dr. Frans Paliliewu, Perusahaan, 12/07/2016, 0434-21144, rs_kinapit50@yahoo.com, 0434-21144,-, 2,-, 1, 1,-,-, 1,-, 1,-,  0, 3,-,-, 24, 6, 1, 1, 8 Ruang, 2 Ruang, 5 Ruang, 2 Ruang, 6 Ruang, 6," 5,278 m2"," 1,200 m2", 188.4/SK-DINKES/90/2014, 00/00/0000, Kepala Dinas Kesehatan Prov. Sulut,-
RSB Ainun,6301014,RS Bersalin,https://medicalclinic.id/rumah-sakit/daerah/tanah-laut/rsb-ainun.html,  06/11/2014, Jalan Matah No. 39 RT 6 RW 2, Tanah Laut, 70812, 051221131, C, dr. Gusti Rifaniansyah Rusli, Organisasi Sosial, 08/07/2016,-,-, 081254900897,-, 2,-, 2, 2,-,-, 2,-,-,-,  0, 2,-,-, 6, 12, 2, 4, Ruang, 2 Ruang, 6 Ruang, 6 Ruang, 6 Ruang, 5, 2000 m2, 1876 m2, 188.45/108-kum/2013, 10/01/2013, Bupati Tanah Laut, Tetap
RSIA Anugerah Medical Center,1872053,RSIA,https://medicalclinic.id/rumah-sakit/daerah/kota-metro/rsia-anugerah-medical-center.html,  14/07/2011," Jl. Kunang 15 Kauman, Metro", Kota Metro, 34111, 0725-43209, C," dr. Fitri Yuli Mayasari,MARS", Organisasi Sosial, 01/07/2016, 0725-46344, rsia_amc@yahoo.co.id, 0725-43209, www.rsiaamcmetro.com, 1,-, 1, 1,-,-, 1,-,-,-,  0, 9, 1, 1, 29, 8, 1, 14, 1 Ruang, 12 Ruang, 8 Ruang, 12 Ruang, 17 Ruang, 32, 3393 m2, 8000 m2, 441/06/KPPT/IX/2011, 14/09/2011, Kantor Pelayanan Perizinan Terpadu, Tetap
RS Al Fatah,8171110,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-ambon/rs-al-fatah.html,  13/10/2013, Jl.Sultan Babullah 2 Ambon, Kota Ambon, 97126, (0911) 354407, C, dr. Andi Tasrif Azis, Organisasi Islam, 30/06/2016, (0911) 343428, rsualfatah.ambon@gmail.com, -, -, 1,-, 1, 1, 1,-, 1, 1, 1,-,  0, 5, 1,-, 57, 13, 3, 8, Ruang, 12 Ruang, 10 Ruang, 12 Ruang, 66 Ruang, 26, 2629 m2," 1654,5 m2", 445/03/D/TTU/RS/DINKES/2011, 19/01/2011," PEMDA Kota Ambon, DINKES", Perpanjang
RSIA Permata Hati,2071045,RSK Anak,https://medicalclinic.id/rumah-sakit/daerah/kota-batam/rsia-permata-hati.html,  08/05/2015, Tamalanrea raya (Poros BTP) Blok 10M No.9-10, Kota Makassar, 90245, 411-4774085, C," dr. Armanto Makmun,M.Kes", Swasta/Lainnya, 25/02/2017,-, permatahati0910@gmail.com, 087840706687, www.rsiapermatahati.com, 2,-, 2, 1,-,-, 1,-,-,-,  1, 5, 1,-, 13, 13, 10, 5, 2 Ruang, 4 Ruang, 2 Ruang, 8 Ruang, 10 Ruang, 15, 5285 m2, 500 m2, 503/0006/BPTPM/III/2015, 00/00/0000, Kepala BPTPM, Tetap
RS TNI Au Tk.IV Syamsudin Noor,6371141,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-banjar-baru/rs-tni-au-tk.iv-syamsudin-noor.html,  01/12/2013, Jl. Hercules No. 17 Banjarbaru, Kota Banjar baru, 70724, 05114705118, IV, dr. Ika Nindyawiyati, TNI AU, 28/06/2016, 05114705118, rumkitsam@gmail.com, 05114705118, -,-,-,-,-,-,-,-,-,-,-,  0, 1, 1,-,-,-, 1,-, 1 Ruang, 3 Ruang, 15 Ruang, 4 Ruang, 19 Ruang, 8, m2, - m2, 291 Tahun 2012, 10/07/2012, Walikota Banjarbaru, Perpanjang
RSU Permata Husada,3402075,RSU,https://medicalclinic.id/rumah-sakit/daerah/bantul/rsu-permata-husada.html,  22/01/2013, jl.pleret-kotagede km-4 Kauman Pleret, Bantul, 55791, 0274-441313, D, Dr.I Putu Cahya Legawa, Organisasi Sosial, 28/06/2016, 0274-441212, permatahusada@gmail.com, 087839645488, www.rspermatahusada.com, 1,-, 1, 1, 1,-, 1,-,-,-,  0, 6, 1,-, 18, 3, 1, 18, Ruang, 2 Ruang, 4 Ruang, 4 Ruang, 20 Ruang, 30, 2364 m2, 1363 m2, 445/DP/P.RSU/02/X/2009, 05/10/2014, Dinas perijinan Pemkab Bantul, Tetap
RSIA Lembayung Husada,6372015S,RSAB,https://medicalclinic.id/rumah-sakit/daerah/kota-banjar-baru/rsia-lembayung-husada.html,  22/01/2014, Jl. A. Yani KM 36 Banjarbaru, Kota Banjar baru, 70714, 0511-4777115, Belum ditetapkan," dr.Hj. Nurlenny Saleh,MM", Perusahaan, 28/06/2016, 0511-4773280, rsia_lembayunghusada.co.id, 0511-4777115, rsialembayung.blogspot.com, 4,-, 5, 3,-,-, 2, 1, 1,-,  0, 5,-,-, 17, 22, 5, 7, Ruang, 4 Ruang, 10 Ruang, 2 Ruang, 7 Ruang, 4, 520 m2, 1.084 m2, 503/4059-PSDMK/Dinkes, 23/12/2015, Dinas Kesehatan Kota Banjarbaru, Sementara
Rumkit TK IV Guntung Payung,6372016S,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-banjar-baru/rumkit-tk-iv-guntung-payung.html,  22/01/2014, Jl. A. Yani Km 31 banjarbaru, Kota Banjar baru, 70713, 0511-4785310, Belum ditetapkan, SUNARDI, TNI AD, 28/06/2016, 0511-4785264, rumkit_tkivgtp@yahoo.com, 0511-4785310, -,-,-, 1,-,-,-,-,-,-,-,  0, 9, 1,-, 14, 6, 1, 1, Ruang, 1 Ruang, 4 Ruang, 9 Ruang, 11 Ruang, 5, 2008 m2, 1102 m2, YM.02.04.3.2.5211, 01/01/2016, DINKES KOTA BANJARBARU, Sementara
